Nr	Name	Land	Wahlberechtigte	Wähler	Ungültige	Ungültige	Gültige	Gültige	SPD	SPD	CDU	CDU	CSU	CSU	GRÜNE	GRÜNE	FDP	FDP	PDS	PDS	Deutschland	Deutschland	APPD	APPD	APD	APD	BP	BP	BüSo	BüSo	BFB	BFB	CHANCE 2000	CHANCE 2000	CM	CM	DPD	DPD	DVU	GRAUE	GRAUE	REP	REP	FAMILIE	FAMILIE	DIE FRAUEN	DIE FRAUEN	HP	HP	Pro DM	MLPD	MLPD	Tierschutz	Tierschutz	NPD	NPD	NATURGESETZ	NATURGESETZ	FORUM	FORUM	ödp	ödp	PBC	PBC	AB 2000	AB 2000	Nichtwähler	PASS	PASS	PSG	DKP	DSU	ZENTRUM	DMP	FP Deutschl.	FSU	STATT Partei	Übrige
					Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen
																																																																														
192	Waldshut	908	141815	114368	2542	1852	111826	112516	41658	38344	50620	45069	0	0	7768	10385	4565	9600	0	1042	0	0	0	139	0	0	0	0	0	35	0	112	0	0	0	139	0	44	473	917	447	3962	3688	0	0	0	88	0	0	859	0	16	0	498	0	133	0	99	0	0	1704	730	632	550	0	0	0	0	0	26	0	0	0	0	0	0	0	0
193	Reutlingen	908	189056	159177	3195	2217	155982	156960	56084	53953	65558	59790	0	0	11102	13296	12436	16082	1461	1417	0	0	0	113	0	0	0	0	0	44	0	199	0	0	0	129	0	45	905	0	368	7014	7328	0	0	0	155	0	0	1067	176	67	0	466	0	173	0	138	0	0	680	488	832	703	0	0	0	0	0	34	0	0	0	0	0	0	0	639
194	Tübingen	908	171012	146072	1888	1723	144184	144349	68074	48234	54820	47455	0	0	6976	21529	4492	14199	1134	1744	0	0	0	123	0	0	0	0	0	20	428	250	0	0	0	112	0	38	555	0	245	7273	6967	0	0	0	85	0	0	1123	0	53	0	383	0	94	369	200	0	0	618	473	0	443	0	0	0	0	0	24	0	0	0	0	0	0	0	0
195	Ulm	908	204903	172030	2662	2171	169368	169859	60677	57232	79008	68222	0	0	12077	15189	7521	14271	0	1406	0	0	0	196	0	0	0	0	0	43	0	274	0	0	0	231	0	52	879	0	278	6938	7211	0	0	0	172	0	0	1485	204	70	0	617	0	204	514	296	0	0	981	866	628	633	0	0	0	0	0	32	0	0	0	0	0	0	0	820
196	Biberach	908	220728	182761	3519	3468	179242	179293	45625	47284	86943	81501	0	0	22720	16271	5687	11971	0	1092	0	0	0	207	0	0	0	0	0	54	0	149	0	0	0	498	0	80	567	845	564	11938	12569	0	0	0	185	0	0	1624	0	28	0	734	802	539	820	448	0	0	2929	2187	933	682	0	0	0	0	0	59	0	0	0	0	0	0	0	0
197	Ravensburg - Bodensee	908	235772	194185	3174	2656	191011	191529	64149	60581	87978	78467	0	0	18610	19747	8163	16354	1545	1601	0	0	0	211	0	0	0	0	0	51	0	188	0	0	0	268	0	67	870	0	487	6786	6673	0	0	0	187	0	0	1998	0	28	0	758	0	246	0	187	0	0	2808	1760	972	762	0	0	0	0	0	38	0	0	0	0	0	0	0	0
198	Zollernalb - Sigmaringen	908	195344	159700	3557	3126	156143	156574	50985	49520	77784	66392	0	0	7673	9846	6820	14476	1211	1190	0	0	0	155	0	0	0	0	0	34	0	162	0	0	0	249	315	156	879	1421	930	8553	8477	0	0	0	220	0	0	1815	225	123	0	550	0	231	0	131	0	0	1156	584	0	427	0	0	0	0	0	27	0	0	0	0	0	0	0	0
908	Baden-Württemberg		7256933	6032612	101831	87248	5930781	5945364	2296061	2118439	2558596	2245873	0	0	426398	549567	261026	524527	36075	58013	712	0	336	5882	0	0	0	0	0	1426	5243	8304	0	0	2614	8055	1172	2432	33299	12866	16139	244460	240402	1002	0	0	5575	0	0	42469	1536	1563	0	22244	1892	8936	6809	6278	0	0	35131	21146	21876	23589	0	0	0	0	0	1206	452	0	0	616	131	0	0	15777
																																																																														
199	Altötting	909	239410	188360	1911	1352	186449	187008	53478	53969	0	0	108559	99590	7920	9668	4640	9812	0	998	0	0	0	250	0	0	0	1260	269	84	2298	1545	0	77	0	159	0	0	985	0	288	5927	5026	0	0	0	137	0	0	730	0	3	0	612	0	129	647	267	0	0	2066	1315	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	645
200	Freising	909	238107	187329	1616	1272	185713	186057	54110	55775	0	0	102042	95769	10650	10739	4512	9199	1385	1320	0	0	0	168	0	0	0	1043	0	30	1404	894	0	64	0	103	0	0	891	1277	548	6997	5585	0	0	0	119	0	0	720	0	11	0	691	0	210	0	137	0	0	3336	1906	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	Fürstenfeldbruck	909	229214	186837	1627	974	185210	185863	62380	58496	0	0	97472	90321	9685	13399	5263	11295	993	1202	0	0	0	185	0	0	0	812	0	33	1831	1251	0	91	0	95	0	0	893	0	377	5454	4533	0	0	0	101	0	0	567	0	10	0	648	0	110	0	160	0	0	2132	1153	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	Ingolstadt	909	229237	179635	2038	1536	177597	178099	59095	59915	0	0	97744	92923	8119	7933	3469	6384	1493	1109	0	0	0	116	0	0	0	775	0	16	0	277	0	70	0	80	0	0	1145	526	298	4704	4206	0	0	0	131	0	0	613	0	8	0	352	0	146	420	170	0	0	1709	1281	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	318
203	München-Mitte	909	154931	119587	894	476	118693	119111	53701	43061	0	0	42779	37977	12911	22189	4388	8887	1418	1959	0	0	0	217	0	0	0	359	179	50	0	416	0	139	0	50	0	0	661	0	293	1781	1257	0	0	221	108	0	0	303	0	14	0	400	0	79	0	111	0	0	815	518	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	500
204	München-Nord	909	166451	125634	909	631	124725	125003	56040	47951	0	0	52477	47767	6124	12381	3472	8026	1172	1674	0	0	0	139	0	0	0	448	107	38	855	642	0	70	187	80	0	0	1127	0	328	3272	2671	0	0	0	73	0	0	312	0	15	0	430	0	88	0	106	0	0	843	580	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	176
205	München-Ost	909	165009	129966	865	587	129101	129379	51494	46304	0	0	60085	54190	6752	10529	4553	10261	1122	1357	0	0	0	121	0	0	0	486	191	60	0	685	0	49	0	62	0	0	1035	742	420	2893	2138	0	0	0	75	0	0	331	0	13	0	395	0	96	397	161	0	0	872	535	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	München-Süd	909	178041	139428	1402	574	138026	138854	57952	49571	0	0	56703	56890	7611	13032	6742	10185	1132	1647	0	0	0	138	0	0	0	485	201	60	1313	944	0	79	0	59	0	0	1098	1127	504	3438	2326	0	0	0	81	0	0	372	64	27	0	484	0	90	0	112	0	0	1383	597	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	360
207	München-West	909	158963	125555	831	561	124724	124994	49318	43528	0	0	59056	50860	7365	13398	3594	8778	985	1509	0	0	0	157	0	0	0	468	258	62	0	635	0	74	193	86	0	0	1088	0	338	2742	2262	0	0	0	78	0	0	331	0	8	0	413	0	70	0	101	0	0	1213	674	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	München-Land	909	227495	189039	1353	847	187686	188192	66173	59121	0	0	98081	87161	7945	14407	6670	16405	1157	1426	0	0	0	173	0	0	0	769	0	20	1678	1255	0	85	0	72	0	0	1129	0	354	3669	3077	0	0	0	136	0	0	484	0	7	0	544	0	122	0	142	0	0	2313	1213	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	Rosenheim	909	206632	161034	1752	1059	159282	159975	43269	43318	0	0	87985	82765	7935	9661	4979	8869	0	799	0	0	0	117	0	0	0	1505	136	55	4570	2661	0	63	0	115	0	0	867	0	351	7215	5749	0	0	0	120	0	0	348	0	8	0	543	0	140	677	268	0	0	2516	1508	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	Starnberg	909	238873	194112	1826	1050	192286	193062	50470	50246	0	0	109689	100792	10406	13816	12471	15480	0	1063	0	0	0	145	0	0	0	1114	0	35	2788	2223	0	63	0	119	0	0	941	0	325	3950	3282	0	0	0	150	0	0	821	0	13	0	631	0	136	0	170	0	0	2512	1406	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	Traunstein	909	199447	155228	1823	1356	153405	153872	39040	42308	0	0	92252	84118	10648	9025	2776	6938	0	692	0	0	0	150	0	0	0	1363	345	103	1304	748	0	71	0	181	0	0	921	0	235	4635	4091	0	0	0	110	0	0	527	0	10	0	491	0	121	0	96	0	0	2405	1415	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	Weilheim	909	229183	182906	1591	1211	181315	181695	46456	49178	0	0	105250	96596	8712	11285	3737	10352	0	936	0	0	0	157	0	0	1772	1704	0	31	4336	2539	0	79	0	123	0	0	940	0	293	4228	3813	0	0	0	138	0	0	664	0	10	0	593	0	127	0	164	0	0	2452	1769	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	4372
213	Deggendorf	909	148831	107879	1133	884	106746	106995	37530	36655	0	0	59969	55259	2733	3277	1602	3646	0	321	0	0	0	47	0	0	0	1167	0	9	0	94	0	27	0	52	0	0	537	0	110	3757	3605	0	0	0	87	0	0	591	0	7	0	267	0	96	0	48	0	0	1155	953	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	Landshut	909	225935	173208	2025	1357	171183	171851	55540	54342	0	0	95780	90281	7336	8350	3981	7430	0	915	0	0	0	121	0	0	0	797	0	23	0	227	0	75	0	101	0	0	1207	0	242	5184	4080	0	0	723	230	0	0	832	0	9	0	584	0	200	0	110	0	0	2639	1616	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	Passau	909	178488	132197	1382	1060	130815	131137	40782	45544	0	0	69101	64372	5691	5091	5704	6015	0	455	0	0	0	86	0	0	0	497	0	9	1001	431	0	43	0	128	0	0	811	0	161	5319	4207	0	0	0	61	0	0	823	0	9	0	380	0	137	0	72	0	0	3217	1722	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	Rottal-Inn	909	155514	114645	1376	1141	113269	113504	33410	33394	0	0	67225	63646	3699	3933	2097	4329	0	401	0	0	0	75	0	0	0	649	0	18	0	127	0	26	448	182	0	0	684	0	114	4073	3420	0	0	0	53	0	0	535	0	5	0	307	0	152	0	55	0	0	2317	1344	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	Straubing	909	166655	124491	1359	1271	123132	123220	34146	38150	0	0	77536	67939	3252	3317	1620	4396	0	425	0	0	0	100	0	0	0	779	0	21	0	122	0	21	0	54	0	0	729	0	158	4166	3880	0	0	0	77	0	0	665	0	10	0	354	0	186	0	102	0	0	2412	1624	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	Amberg	909	204868	163841	1981	1440	161860	162401	58231	58966	0	0	85209	82406	6674	6181	3705	5703	1042	839	0	0	0	116	0	0	0	500	0	30	0	145	0	57	0	123	0	0	1051	0	155	3593	2999	0	0	0	97	0	0	791	0	9	0	401	0	188	0	91	0	0	2140	1225	387	328	0	0	0	0	0	0	0	0	0	0	0	0	0	879
219	Regensburg	909	224501	175596	2056	1753	173540	173843	60699	59652	0	0	91540	85726	7732	10209	3337	6937	1080	1178	0	0	0	128	0	0	0	649	325	86	0	233	0	40	0	96	0	0	1241	0	210	4902	4018	0	0	430	162	0	0	694	0	15	0	480	0	126	373	186	0	0	3122	1614	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220	Schwandorf	909	210132	160443	2074	1778	158369	158665	61178	61146	0	0	85157	79320	3475	4502	2386	4470	0	647	0	0	0	140	0	0	0	850	0	17	0	134	0	42	0	98	0	0	933	0	162	3593	3069	0	0	0	129	0	0	723	0	16	0	500	0	130	1171	453	0	0	1409	1016	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	Weiden	909	172077	140147	1457	1226	138690	138921	65169	58095	0	0	65290	66201	2255	3674	1850	4440	851	746	0	0	0	93	0	0	0	397	0	13	0	164	0	40	0	89	0	0	713	0	121	2078	2084	0	0	0	85	0	0	673	0	4	0	305	0	115	0	62	0	0	1197	716	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	Bamberg	909	216983	174273	1875	1174	172398	173099	55484	55474	0	0	94146	86581	10105	10259	4885	8089	0	1013	0	0	0	161	0	0	0	678	0	25	0	348	0	75	0	121	0	0	1128	0	254	5879	5362	0	0	0	153	0	0	1059	0	25	0	630	0	163	0	95	0	0	1899	1082	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	Bayreuth	909	140532	111556	1091	902	110465	110654	43158	43156	0	0	55911	49173	4440	5546	3042	5608	0	675	0	0	0	54	0	0	0	302	0	12	0	257	0	76	0	67	0	0	659	0	120	3014	2713	0	0	0	79	0	0	876	0	6	0	326	0	141	0	59	0	0	900	608	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	Coburg	909	164605	134217	1692	1110	132525	133107	63395	60206	0	0	56599	56871	3919	4785	4328	4678	0	772	0	0	0	129	0	0	0	153	0	6	0	142	0	46	0	45	0	0	812	0	96	2604	1886	0	0	365	128	0	0	1031	0	19	0	294	0	225	0	58	0	0	968	483	347	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	Hof	909	194088	154412	1453	1263	152959	153149	75773	69933	0	0	65643	62143	2937	5073	2312	5309	0	1174	0	0	0	121	0	0	0	341	0	9	0	378	0	107	0	85	0	0	1057	0	140	4407	3804	0	0	0	103	0	0	1500	0	11	0	563	0	226	0	57	0	0	534	392	627	623	0	0	0	0	0	0	0	0	0	0	0	0	0	726
226	Kulmbach	909	140566	113817	1226	868	112591	112949	47177	44715	0	0	56009	54007	3437	3989	2222	3767	0	556	0	0	0	128	0	0	0	343	0	9	0	148	0	57	0	68	0	0	543	0	77	2892	2550	0	0	0	70	0	0	647	0	9	0	299	0	236	0	51	0	0	854	451	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	Ansbach	909	234768	185822	1919	1434	183903	184388	68573	69570	0	0	92601	85091	8716	9901	4568	7841	1384	1125	0	0	0	189	0	0	0	343	0	15	0	222	0	68	0	113	0	0	1437	0	171	4531	3908	0	0	0	115	0	0	927	0	15	0	468	0	292	0	90	0	0	2556	1722	974	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	Erlangen	909	165870	137335	951	701	136384	136634	58035	53620	0	0	62745	55738	6925	11077	3626	8912	959	1178	0	0	0	91	0	0	0	210	0	12	0	175	0	67	0	66	0	0	872	0	157	2564	1998	0	0	0	141	0	0	615	0	26	0	382	0	195	0	56	0	0	1108	787	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	422
229	Fürth	909	236041	188712	2386	1968	186326	186744	78509	77551	0	0	87338	77238	8682	10432	3679	9299	0	1342	0	0	0	128	0	0	0	262	0	21	0	243	0	99	0	89	0	0	1505	0	262	5981	4773	0	0	0	129	0	0	886	0	28	0	573	0	249	0	99	0	0	1453	968	684	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	Nürnberg-Nord	909	182328	143452	1216	878	142236	142574	64662	59571	0	0	60895	53817	6980	12691	2819	7178	1550	1968	0	0	0	108	0	0	0	153	0	17	0	230	0	104	0	59	0	0	1494	0	232	3531	2528	0	0	0	128	0	0	650	108	52	0	481	0	216	0	97	0	0	913	551	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	778
231	Nürnberg-Süd	909	185053	145910	1426	1143	144484	144767	69338	64656	0	0	61408	57760	4331	7201	2554	5783	1271	1355	0	0	0	88	0	0	0	213	0	27	0	303	0	53	0	46	0	0	1584	0	217	4027	3161	0	0	0	91	0	0	696	0	18	0	449	0	200	0	77	0	0	693	408	466	381	0	0	0	0	0	0	0	0	0	0	0	0	0	396
232	Roth	909	216094	179654	1359	1092	178295	178562	76518	72701	0	0	84804	77347	6962	9969	3970	8657	0	1072	0	0	0	123	0	0	0	307	0	19	0	257	0	76	0	74	0	0	1375	0	225	4126	3163	0	0	0	127	0	0	899	0	12	0	576	0	227	0	110	0	0	1302	733	613	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	Aschaffenburg	909	175604	141499	1965	1491	139534	140008	47114	49716	0	0	71767	65348	11059	8576	3157	7278	0	1039	0	0	0	102	0	0	0	267	0	17	0	223	0	77	385	203	0	0	774	0	180	4907	4244	0	0	0	134	0	0	405	0	26	0	463	0	164	0	108	0	0	1145	586	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	Bad Kissingen	909	216705	177335	1775	1585	175560	175750	56023	54481	0	0	99264	92125	8211	8258	3894	8500	0	914	0	0	0	181	0	0	0	330	0	22	0	219	0	96	0	169	0	0	843	0	226	6604	6441	0	0	0	130	0	0	788	0	9	0	449	0	204	0	105	0	0	1564	1027	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	Main-Spessart	909	192660	159001	2208	1448	156793	157553	61150	56281	0	0	83774	75808	0	8640	4004	7069	0	769	0	0	0	128	0	0	0	286	0	16	0	200	0	66	0	81	0	0	655	0	214	4440	4476	0	0	0	87	0	0	667	0	19	0	412	0	267	0	108	0	0	2930	1049	495	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	Schweinfurt	909	194387	158728	1685	1363	157043	157365	54522	54552	0	0	81553	75458	7826	8083	3365	7070	0	809	0	0	0	136	0	0	0	322	0	15	0	188	0	63	607	256	0	0	601	0	266	7207	6488	0	0	0	132	0	0	888	0	18	0	482	0	203	0	88	0	0	1700	987	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	263
237	Würzburg	909	212418	175703	2064	1238	173639	174465	64364	62808	0	0	81234	75965	11600	14272	5214	9101	1255	1145	0	0	0	151	0	0	0	291	0	18	0	177	0	115	0	94	0	0	366	0	294	6372	6154	0	0	695	201	0	0	888	0	21	0	538	0	79	0	84	0	0	2320	1453	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	585
238	Augsburg-Stadt	909	195330	148941	1271	1306	147670	147635	57322	54360	0	0	69680	64207	8200	10535	3063	6926	1159	1332	0	0	0	113	0	0	0	395	0	12	808	450	0	72	0	97	0	0	1191	600	423	5282	4571	0	0	0	100	0	0	948	0	15	0	510	0	132	0	113	0	0	1556	984	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	Augsburg-Land	909	228352	183556	1698	1310	181858	182246	54522	56165	0	0	105629	92160	7109	10155	4126	9858	1191	1070	0	0	0	108	0	0	0	875	0	19	0	357	0	106	0	172	0	0	943	873	439	6456	6101	0	0	0	165	0	0	1018	0	10	0	645	0	143	0	128	0	0	1952	1420	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	Donau-Ries	909	174473	137975	1672	1048	136303	136927	40604	42321	0	0	77910	72273	5480	5989	4094	6084	0	596	0	0	0	117	0	0	0	440	0	10	597	327	0	64	0	109	0	0	689	0	152	6166	5480	0	0	0	125	0	0	567	0	14	0	314	0	111	0	87	0	0	1452	915	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	Neu-Ulm	909	222770	174365	1888	1254	172477	173111	54899	54454	0	0	94445	85432	6515	8594	4244	9479	0	981	0	0	0	159	0	0	0	598	181	83	1661	852	0	85	0	202	0	0	1008	0	230	8020	7357	0	0	0	115	0	0	1082	0	16	0	485	0	172	958	300	0	0	1554	1132	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	Oberallgäu	909	208715	164595	1660	1076	162935	163519	45499	47080	0	0	91914	82468	11351	10765	5469	10201	0	970	0	0	0	174	0	0	0	687	0	28	0	294	0	93	0	273	0	0	1017	0	251	5814	5077	0	0	0	174	0	0	1091	0	24	0	689	0	94	0	144	0	0	2375	1563	513	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	Ostallgäu	909	228992	178856	2738	1295	176118	177561	50621	48965	0	0	100222	94601	8301	9123	5117	9696	0	828	0	0	0	177	0	0	0	1435	0	43	1319	650	0	89	0	229	0	0	1342	0	238	6796	5425	0	0	0	152	0	0	1110	0	12	0	543	0	286	0	139	0	0	3742	2183	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
909	Bayern		8875328	7026811	72499	52343	6954312	6974468	2476923	2401021	0	0	3602472	3324480	318716	413909	181300	354620	22599	46301	0	0	0	6005	0	0	1772	28107	2192	1358	27763	25032	0	3199	1820	5025	0	0	43522	5145	11249	209190	179038	0	0	2434	5317	0	0	32688	172	646	0	21376	0	7219	4643	5597	0	0	81645	49184	5106	9575	0	0	0	0	0	0	0	0	0	0	0	0	0	10420
																																																																														
244	Saarbrücken I	910	148769	119774	2318	3027	117456	116747	66203	58441	37260	32417	0	0	5391	10884	3458	7873	1031	1749	0	0	0	148	0	0	0	0	0	0	0	200	0	0	0	91	0	0	830	830	798	1755	1630	566	533	0	91	0	0	578	72	0	0	0	357	307	198	0	0	0	184	177	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0
245	Saarbrücken II	910	160495	137882	4037	3035	133845	134847	78058	75001	44785	40855	0	0	3918	6062	2845	5765	0	1310	0	0	0	161	0	0	0	0	0	0	0	183	0	0	0	172	0	0	1297	897	709	2121	1670	693	484	0	77	0	0	585	0	0	0	0	528	387	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246	Saarlouis	910	175025	148575	3154	2614	145421	145961	80089	75268	54345	49611	0	0	4783	6971	2734	6652	0	1218	0	0	0	221	0	0	0	0	0	0	0	176	0	0	541	374	0	0	1382	1266	728	0	1134	0	508	0	100	0	0	745	0	0	0	0	1663	714	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	Sankt Wendel	910	171561	150813	3453	2649	147360	148164	78290	77218	57949	52442	0	0	3933	6097	1893	5236	1150	1224	0	0	0	166	0	0	0	0	0	0	0	110	0	0	0	172	0	0	1333	639	471	2187	1719	1017	783	0	136	0	0	746	0	0	0	0	0	202	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302
248	Homburg	910	172657	145942	2928	2353	143014	143589	78203	75558	48538	44159	0	0	5168	7793	3042	6991	1236	1586	0	0	0	179	0	0	0	0	0	0	0	155	0	0	0	136	0	0	1366	820	604	2409	2087	2563	1438	0	106	0	0	819	0	0	0	0	548	378	0	0	0	0	338	234	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0
910	Saarland		828507	702986	15890	13678	687096	689308	380843	361486	242877	219484	0	0	23193	37807	13972	32517	3417	7087	0	0	0	875	0	0	0	0	0	0	0	824	0	0	541	945	0	0	6208	4452	3310	8472	8240	4839	3746	0	510	0	0	3473	72	0	0	0	3096	1988	198	0	0	0	522	808	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	302
																																																																														
249	Berlin-Mitte - Prenzlauer Berg	911	161030	127906	1243	1101	126663	126805	46138	41656	13723	15233	0	0	9222	21926	1342	2768	46421	34869	0	0	0	336	0	358	0	0	0	26	345	165	3206	755	0	0	0	0	2481	864	780	4387	2756	0	0	0	198	171	84	808	0	34	0	431	0	581	284	150	0	0	0	58	0	0	0	0	0	437	326	26	0	0	0	0	0	0	0	123
250	Berlin-Tiergarten - Wedding - Nord-Charlottenburg	911	171203	131955	2428	1986	129527	129969	64631	55479	33715	31770	0	0	13975	19225	3347	5854	3787	4548	0	0	0	165	0	339	0	0	0	15	860	507	0	342	0	0	0	0	2660	2000	1685	5994	4490	0	0	0	192	0	31	952	0	26	0	684	0	315	443	208	0	0	194	133	0	0	0	0	0	581	333	16	0	0	0	0	0	0	0	0
251	Berlin-Reinickendorf	911	189295	157198	2401	2031	154797	155167	73840	63246	57211	51823	0	0	6860	12284	3783	10285	2768	3429	0	0	0	117	0	420	0	0	0	28	989	576	0	247	0	0	0	0	2989	2510	2244	5583	4013	0	0	0	178	0	21	1415	0	18	0	743	0	353	445	228	0	0	345	215	0	0	0	0	0	463	277	18	0	0	0	0	0	0	0	0
252	Berlin-Spandau	911	160510	130751	2212	1992	128539	128759	64204	56477	43831	39595	0	0	5553	9887	3933	7825	2643	3353	0	0	0	107	0	432	0	0	0	31	1000	674	0	204	0	0	0	0	2632	1870	1633	4319	3099	0	0	0	171	0	14	941	0	27	0	692	0	259	446	221	0	0	237	157	0	0	0	0	0	503	316	12	0	0	0	0	0	0	0	0
253	Berlin-Zehlendorf - Steglitz	911	219320	188078	2439	1855	185639	186223	79269	65976	73215	62279	0	0	14530	25412	6942	17793	2588	3774	0	0	0	113	0	406	0	0	146	66	1200	806	0	277	0	0	0	0	2243	1716	1348	3823	2506	0	0	0	181	0	25	1335	0	22	0	719	0	201	476	235	0	0	409	223	0	0	0	0	0	425	274	9	0	0	0	0	0	0	0	900
254	Berlin-Charlottenburg - Wilmersdorf	911	205770	171182	2102	1661	169080	169521	73133	61162	56497	49781	0	0	19667	29704	10072	15409	2910	4127	0	0	0	118	0	338	0	0	171	77	764	459	0	349	0	0	0	0	1756	1684	1263	3223	2186	0	0	0	179	0	21	1039	0	15	0	721	0	219	0	179	0	0	408	146	0	0	0	0	0	421	264	9	0	0	0	0	0	0	0	130
255	Berlin-Kreuzberg - Schöneberg	911	177273	141490	2159	1763	139331	139727	53660	54354	31418	27424	0	0	41214	36322	3460	6524	3495	6103	0	0	0	492	0	293	0	0	0	15	0	201	0	540	0	0	0	0	1923	1250	1019	3102	2195	0	0	0	220	0	22	782	0	47	0	507	0	154	406	208	0	0	145	86	0	0	0	0	0	386	262	34	0	0	0	0	0	0	0	795
256	Berlin-Tempelhof	911	144263	120554	1914	1624	118640	118930	50358	46600	49955	41783	0	0	6782	10277	3046	7880	1934	2387	0	0	0	76	0	456	0	0	0	17	624	372	0	183	0	0	0	0	2194	1483	1261	3829	2934	0	0	0	149	0	16	970	0	11	0	672	0	166	0	123	0	0	200	122	0	0	0	0	0	429	263	18	0	0	0	0	0	0	0	0
257	Berlin-Neukölln	911	204370	161538	2893	2504	158645	159034	77000	66941	50425	45863	0	0	12022	17721	3741	7673	3814	4754	0	0	0	212	0	595	0	0	0	49	979	610	0	376	0	0	0	0	3781	2215	1978	6634	4795	0	0	0	237	0	30	1231	180	104	0	874	0	347	724	314	0	0	0	108	0	0	0	0	0	741	422	19	0	0	0	0	0	0	0	170
258	Berlin-Friedrichshain - Lichtenberg	911	198212	156609	1888	1485	154721	155124	51213	52767	19232	20779	0	0	6992	12715	1644	2826	65252	50621	0	0	0	431	1458	764	0	0	0	41	0	186	0	665	0	0	0	0	4367	1228	979	6580	3592	0	0	0	271	0	46	1333	0	40	0	737	0	1168	0	136	0	0	193	81	0	0	0	0	0	929	553	26	0	0	0	0	0	0	0	0
