Nr	Name	Land	Wahlberechtigte	Wähler	Ungültige	Ungültige	Gültige	Gültige	CDU	CDU	CSU	CSU	SPD	SPD	FDP	FDP	GRÜNE	GRÜNE	PDS	PDS	DSU	DSU	B90/Gr	B90/Gr	BP	BP	DDD	DDD	BSA	BSA	LIGA	LIGA	CM	CM	ÖKO-Union	ÖKO-Union	DIE GRAUEN	DIE GRAUEN	Mündige	Mündige	REP	REP	Frauen	Frauen	KPD	KPD	NPD	NPD	ÖDP	ÖDP	Patrioten	Patrioten	SpAD	SpAD	VAA	VAA	EFP	Übrige
					Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Erststimmen
																																																										
88	Essen I	NW	159577	119614	1278	1200	118336	118414	39401	38415	0	0	62030	60068	5851	10379	6667	4928	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	1634	1405	0	0	2027	1955	0	148	0	0	287	274	439	273	0	9	0	0	0	18	0	0
89	Essen II	NW	143285	101609	1042	1030	100567	100579	29583	29300	0	0	57951	56621	4032	6951	4489	3180	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	1506	1194	0	0	2401	2334	0	108	0	0	348	290	257	169	0	11	0	0	0	15	0	0
90	Essen III	NW	192824	151647	1396	1180	150251	150467	61692	57120	0	0	62078	60061	12334	20761	9319	7565	0	606	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	1825	1429	0	0	1993	1932	0	128	0	0	335	284	675	450	0	6	0	0	0	8	0	0
91	Recklinghausen I	NW	181981	140682	2016	1570	138666	139112	49109	48472	0	0	72675	70770	6778	10501	7566	5224	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	955	0	0	2209	2049	0	160	0	0	329	282	0	184	0	14	0	0	0	21	0	0
92	Recklinghausen II – Borken I	NW	219268	172540	1983	1652	170557	170888	68049	67397	0	0	81128	78514	8096	13758	8901	6294	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	1693	1357	0	0	2341	2239	0	203	0	0	349	326	0	249	0	14	0	0	0	35	0	0
93	Gelsenkirchen I	NW	135187	97113	1474	1081	95639	96032	29312	28903	0	0	53461	53823	3706	5802	4920	3284	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	1115	839	0	0	2895	2513	0	110	0	0	230	205	0	81	0	9	0	0	0	17	0	0
94	Gelsenkirchen II – Recklinghausen III	NW	138417	105789	1550	1095	104239	104694	33753	33395	0	0	57284	56877	4255	6968	5195	3659	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	1231	933	0	0	2242	1957	0	124	0	0	279	234	0	112	0	12	0	0	0	16	0	0
95	Bottrop – Recklinghausen IV	NW	152866	119184	1320	1146	117864	118038	39431	38934	0	0	65976	64599	4274	7677	4395	3254	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	1179	1007	0	0	1677	1562	0	120	0	0	295	255	497	211	0	6	0	0	0	15	0	140
96	Borken II	NW	219963	178302	1975	1869	176327	176433	104246	101121	0	0	54065	52080	7612	14222	7037	5582	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	1166	948	0	0	1175	1140	0	150	0	0	219	176	807	565	0	7	0	0	0	26	0	0
97	Coesfeld – Steinfurt I	NW	214764	177915	1738	1610	176177	176305	100258	94449	0	0	54036	52545	10267	18440	9021	7286	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	867	0	0	1369	1283	0	226	0	0	329	278	897	462	0	18	0	0	0	19	0	0
98	Steinfurt II	NW	219756	178702	2112	1778	176590	176924	79137	76738	0	0	74684	70867	10619	18158	8225	7152	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	1092	873	0	0	1628	1727	0	156	0	0	395	337	810	485	0	10	0	0	0	21	0	0
99	Münster	NW	202664	166764	1527	1133	165237	165631	70612	66096	0	0	60745	56434	14596	25079	15634	13761	0	929	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	1273	932	0	0	1138	1157	0	171	0	0	216	185	1023	711	0	13	0	0	0	14	0	0
100	Warendorf	NW	192092	157611	2321	1797	155290	155814	77695	75164	0	0	53861	53253	13243	17577	7698	6088	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	753	0	0	1578	1561	0	156	0	0	332	284	883	522	0	10	0	0	0	24	0	0
101	Gütersloh	NW	226719	182870	2251	1690	180619	181180	87696	87524	0	0	65574	59837	15059	20698	8534	8067	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	1038	0	0	2013	1934	0	218	0	0	444	405	1299	879	0	12	0	0	0	26	0	0
102	Bielefeld	NW	239109	192642	2728	2145	189914	190497	80998	74079	0	0	81255	75614	11678	22301	11837	12270	0	866	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	1231	0	0	2677	2581	0	203	0	0	571	533	898	557	0	18	0	0	0	31	0	0
103	Herford	NW	186853	149783	2266	2014	147517	147769	61887	57799	0	0	64587	63303	9308	15950	6668	5895	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	1286	1248	0	0	1867	2011	0	169	0	0	559	500	551	423	0	13	0	0	0	22	0	804
104	Minden-Lübbecke	NW	235311	187011	2568	2314	184443	184697	72798	72067	0	0	86552	79956	13736	20577	8000	7351	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	933	0	0	2027	1992	0	181	0	0	485	450	845	499	0	17	0	0	0	32	0	0
105	Lippe I	NW	168418	136889	2246	1739	134643	135150	54778	52526	0	0	60620	56721	10198	15738	6760	5753	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	963	0	0	0	1628	0	174	0	0	1220	573	1067	560	0	14	0	0	0	21	0	0
106	Höxter – Lippe II	NW	208978	169739	2443	1853	167296	167886	86430	83446	0	0	58738	55673	10663	17007	8048	6658	0	260	0	0	0	0	0	0	0	0	0	0	0	0	771	401	0	0	0	968	0	0	0	1727	0	238	0	0	1274	640	1372	811	0	22	0	0	0	35	0	0
107	Paderborn	NW	183084	146017	1882	1566	144135	144451	83885	82934	0	0	42185	37987	7774	13736	5960	5691	0	256	0	0	0	0	0	0	0	0	0	0	0	0	651	379	0	0	1252	1053	0	0	1597	1596	0	195	0	0	253	252	398	347	0	10	0	0	0	15	0	180
108	Hagen	NW	163091	123100	1472	1294	121628	121806	47408	45110	0	0	56971	54724	7839	12378	5919	4764	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	927	0	0	2919	2567	0	148	0	0	572	512	0	191	0	6	0	0	0	20	0	0
109	Ennepe-Ruhr-Kreis I	NW	190159	154383	1543	1319	152840	153064	54998	51981	0	0	74129	72303	10798	17517	7831	6192	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	1482	1202	0	0	2599	2450	0	133	0	0	400	350	603	282	0	13	0	0	0	22	0	0
110	Bochum I	NW	196465	153032	2393	1468	150639	151564	49141	47420	0	0	82156	81126	6809	11460	8997	6677	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	2397	1591	0	0	0	1599	0	193	0	0	1139	456	0	220	0	25	0	0	0	17	0	0
111	Bochum II – Ennepe-Ruhr-Kreis II	NW	197139	156242	2255	1567	153987	154675	47150	45054	0	0	85395	83740	7332	13372	10288	7616	0	627	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	2127	1571	0	0	0	1617	0	177	0	0	1143	470	552	285	0	15	0	0	0	30	0	0
112	Herne	NW	134274	100638	1303	837	99335	99801	30493	29653	0	0	57985	57491	3525	5861	5008	3276	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	763	0	0	1963	1812	0	123	0	0	361	286	0	86	0	10	0	0	0	18	0	0
113	Dortmund I	NW	146373	109191	1328	1138	107863	108053	34681	33370	0	0	55328	54940	5283	8662	8226	6521	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	1448	1103	0	0	2184	2033	0	117	0	0	277	264	404	214	32	31	0	0	0	12	0	0
114	Dortmund II	NW	138383	106690	1500	1080	105190	105610	30360	30017	0	0	61917	61070	5024	7147	4949	3546	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	817	0	0	2216	2027	0	111	0	0	263	230	461	246	0	18	0	0	0	24	0	0
115	Dortmund III	NW	170258	136784	1411	1231	135373	135553	43592	41835	0	0	70369	68960	9530	14284	7866	6416	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	1440	1084	0	0	1877	1734	0	142	0	0	246	224	453	263	0	14	0	0	0	16	0	0
116	Unna I	NW	198901	161225	1847	2007	159378	159218	51852	50770	0	0	84360	81817	9961	15232	9483	6586	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	1018	0	0	2677	2362	0	192	0	0	422	377	623	346	0	24	0	0	0	32	0	0
117	Hamm – Unna II	NW	240030	188015	2419	2109	185596	185906	74598	72684	0	0	89086	86339	8517	14536	7610	6415	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	1459	1287	0	0	3309	3087	0	221	0	0	441	429	576	419	0	5	0	0	0	31	0	0
118	Soest	NW	207542	165911	1909	1670	164002	164241	81066	77581	0	0	60947	58116	9771	17441	8153	6377	0	224	0	0	0	0	0	0	0	0	0	0	0	0	640	385	0	0	1524	1204	0	0	0	1541	0	253	0	0	1184	597	717	486	0	13	0	0	0	23	0	0
119	Hochsauerlandkreis	NW	205488	167848	1793	1681	166055	166167	91989	89102	0	0	55026	52365	10010	15675	5663	4860	0	157	0	0	0	0	0	0	0	0	0	0	0	0	586	392	0	0	0	814	0	0	1781	1788	0	188	0	0	325	304	675	484	0	17	0	0	0	21	0	0
120	Siegen-Wittgenstein I	NW	170885	136024	1640	1130	134384	134894	61268	56091	0	0	57277	54166	8225	15742	5060	4754	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	1034	781	0	0	0	1632	0	118	0	0	846	396	674	474	0	19	0	0	0	21	0	0
121	Olpe – Siegen-Wittgenstein II	NW	145517	118638	1540	1096	117098	117542	65779	63030	0	0	39405	37729	6254	11116	4301	3105	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	489	0	0	1142	1085	0	118	0	0	217	201	0	274	0	13	0	0	0	15	0	0
122	Märkischer Kreis I	NW	162377	124390	1180	1320	123210	123070	59734	55663	0	0	46279	44284	7242	14105	5532	4352	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	580	0	0	2641	2468	463	300	0	0	356	354	963	581	0	18	0	0	0	18	0	0
123	Märkischer Kreis II	NW	164189	125369	1165	1323	124204	124046	50883	48476	0	0	56183	51112	8845	15694	4096	3912	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	607	0	0	2707	2571	565	364	0	0	432	388	493	387	0	9	0	0	0	31	0	0
905	Nordrhein-Westfalen	NW	13098236	10310531	124223	103889	10186308	10206642	4314743	4131698	0	0	4398704	4195971	692025	1118967	523549	440216	0	28922	0	0	0	0	0	0	0	0	40	0	0	0	4052	11267	0	0	68577	81123	0	0	109480	132830	1028	12077	0	0	36477	24637	35549	26004	265	1108	0	0	78	1822	0	1741
																																																										
124	Waldeck	HE	158886	131805	1801	1410	130004	130395	50743	48738	0	0	63195	58668	8249	13696	5492	5073	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	0	0	0	1873	0	0	0	0	1371	668	954	662	0	0	0	0	0	0	0	0
125	Kassel	HE	181608	144481	2329	1636	142152	142845	52810	47364	0	0	66655	62401	10149	17026	10556	10387	0	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	0	0	0	2469	0	0	0	0	1354	562	628	403	0	0	0	0	0	0	0	0
126	Werra-Meißner	HE	166991	141554	1948	1437	139606	140117	47639	45920	0	0	75124	71289	8748	12590	6951	6195	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883	0	0	0	2106	0	0	0	0	1144	490	0	301	0	0	0	0	0	0	0	0
127	Schwalm-Eder	HE	152766	127131	1776	1491	125355	125640	49706	46611	0	0	59956	57584	7716	11870	5916	5231	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711	0	0	0	2198	0	0	0	0	1358	745	703	477	0	0	0	0	0	0	0	0
128	Hersfeld	HE	165223	140480	3080	1864	137400	138616	58320	55686	0	0	63704	60741	7507	12092	5510	5321	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784	0	0	0	2299	0	0	0	0	1841	1095	518	359	0	0	0	0	0	0	0	0
129	Marburg	HE	180471	146849	2148	1737	144701	145112	61187	56284	0	0	59836	58555	8542	14070	11817	9994	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053	0	0	2767	2914	0	0	0	0	552	493	0	602	0	0	0	0	0	0	0	0
130	Lahn-Dill	HE	206247	161317	2131	1556	159186	159761	67091	63365	0	0	72559	67750	9435	15672	7595	6586	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140	0	0	0	3114	0	0	0	0	2506	1241	0	569	0	0	0	0	0	0	0	0
131	Gießen	HE	208966	168726	3022	2395	165704	166331	67520	64871	0	0	68981	66445	13363	18790	10482	9828	0	680	0	0	0	0	0	0	0	0	0	0	0	0	965	0	0	0	0	1201	0	0	3587	3425	0	0	0	0	0	472	806	619	0	0	0	0	0	0	0	0
132	Fulda	HE	227860	187268	4455	2693	182813	184575	103705	97466	0	0	63886	54878	12533	17195	0	7194	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1372	0	0	0	4121	0	0	0	0	2689	1205	0	818	0	0	0	0	0	0	0	0
133	Hochtaunus	HE	238037	198161	2511	1895	195650	196266	94784	90722	0	0	64196	60262	18244	27632	11120	10287	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1791	1669	0	0	3697	3741	0	0	0	0	914	823	904	604	0	0	0	0	0	0	0	0
134	Wetterau	HE	202467	163639	2370	1901	161269	161738	71237	67325	0	0	63820	61196	11011	18420	7466	7364	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1419	1268	0	0	3256	3261	0	0	0	0	2298	1973	762	563	0	0	0	0	0	0	0	0
135	Rheingau-Taunus – Limburg	HE	207957	169394	2565	1974	166829	167420	85419	79909	0	0	57359	54909	10515	17829	8345	8076	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418	0	0	3804	3853	0	0	0	0	610	552	777	532	0	0	0	0	0	0	0	0
136	Wiesbaden	HE	194341	150318	2915	1729	147403	148589	63629	60210	0	0	60963	54409	10157	17635	8259	9082	0	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1714	0	0	3859	3966	0	0	0	0	536	526	0	425	0	0	0	0	0	0	0	0
137	Hanau	HE	228938	184529	2231	1995	182298	182534	80512	77588	0	0	73658	68273	11193	18592	9772	9217	0	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1487	0	0	4575	4530	0	0	0	0	1535	1414	1053	775	0	0	0	0	0	0	0	0
138	Frankfurt am Main I – Main-Taunus	HE	178490	141538	1581	1669	139957	139869	68059	62336	0	0	47852	45967	9021	16327	7724	7605	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2099	1960	0	0	3664	3674	0	0	0	0	1026	976	512	445	0	0	0	0	0	0	0	0
139	Frankfurt am Main II	HE	154841	119676	1497	1408	118179	118268	51331	48075	0	0	41539	38213	9244	14527	9761	10533	0	1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2054	1695	0	0	3054	2946	0	0	0	0	746	711	420	338	30	0	0	0	0	0	0	0
140	Frankfurt am Main III	HE	154770	119502	1805	1448	117697	118054	50493	47050	0	0	44099	40673	7837	12682	10611	10934	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2056	1615	0	0	0	2470	0	0	0	0	2015	1015	450	361	0	0	0	0	136	0	0	0
141	Groß-Gerau	HE	219227	181403	2262	1809	179141	179594	74300	71689	0	0	74885	69979	10947	18952	11709	11009	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2267	1923	0	0	4203	4146	0	0	0	0	830	755	0	532	0	0	0	0	0	0	0	0
142	Offenbach	HE	213770	171081	2992	1852	168089	169229	79217	73446	0	0	61959	57609	12908	20348	10424	9920	0	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1690	0	0	0	3758	0	0	0	0	2573	1103	1008	591	0	0	0	0	0	0	0	0
143	Darmstadt	HE	212413	172822	2983	2177	169839	170645	65646	61855	0	0	66805	66173	14210	21692	17613	13895	0	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2754	1880	0	0	0	2848	0	0	0	0	1682	781	1129	713	0	0	0	0	0	0	0	0
144	Odenwald	HE	247799	204528	3593	2996	200935	201532	89864	86309	0	0	78986	75387	12616	20699	12280	10761	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1997	1755	0	0	4210	4411	0	0	0	0	982	922	0	731	0	0	0	0	0	0	0	0
145	Bergstraße	HE	192048	157905	2467	2030	155438	155875	72283	69443	0	0	61625	56790	8364	15904	8494	7618	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110	0	0	3248	3505	0	0	0	0	544	560	880	616	0	0	0	0	0	0	0	0
906	Hessen	HE	4294116	3484107	54462	41102	3429645	3443005	1505495	1422262	0	0	1391642	1308151	232509	374240	197897	192110	0	13037	0	0	0	0	0	0	0	0	0	0	0	0	965	0	0	0	16437	30459	0	0	43924	71628	0	0	0	0	29106	19082	11504	12036	30	0	0	0	136	0	0	0
																																																										
146	Neuwied	RP	226789	185531	3227	1902	182304	183629	87081	86018	0	0	70471	66882	13112	19297	7926	6089	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	1609	0	0	2346	2052	0	0	0	0	0	244	1368	757	0	0	0	0	0	0	0	0
147	Ahrweiler	RP	177684	144609	2295	1768	142314	142841	77101	75969	0	0	43367	42590	11421	15417	5685	4542	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	1630	1367	0	0	1520	1468	0	0	0	0	0	192	1590	912	0	0	0	0	0	0	0	0
148	Koblenz	RP	185693	150303	2431	1553	147872	148750	72231	71714	0	0	54781	50016	11162	17015	6936	5855	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	1373	0	0	1522	1399	0	0	0	0	331	291	909	622	0	0	0	0	0	0	0	0
149	Cochem	RP	137813	115637	3046	1768	112591	113869	59636	60376	0	0	33317	32553	12151	13103	5750	4094	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	1051	0	0	1737	1622	0	0	0	0	0	217	0	415	0	0	0	0	0	0	0	0
150	Kreuznach	RP	186966	150598	3078	1885	147520	148713	59113	59972	0	0	66719	61629	12372	16859	7832	5545	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	1222	0	0	0	1844	0	0	0	0	1484	705	0	488	0	0	0	0	0	0	0	0
151	Bitburg	RP	161007	131735	3340	2461	128395	129274	73483	71399	0	0	36852	35609	8084	12957	5013	4529	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	1933	1673	0	0	1727	1625	0	0	0	0	0	253	1303	743	0	0	0	0	0	0	0	0
152	Trier	RP	178701	144774	2994	2268	141780	142506	69564	66728	0	0	52339	52382	7641	12853	7579	6052	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	1804	1469	0	0	1554	1614	0	0	0	0	321	284	978	622	0	0	0	0	0	0	0	0
153	Montabaur	RP	234675	192761	3772	2041	188989	190720	90728	88199	0	0	74292	69662	14435	20283	8904	6605	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	2051	0	0	0	2283	0	0	0	0	0	419	0	615	0	0	0	0	0	0	0	630
154	Mainz	RP	231072	188383	2766	2005	185617	186378	80089	76773	0	0	68740	66013	17009	23780	13225	11866	0	624	0	0	0	0	0	0	0	0	0	0	0	0	617	322	0	0	0	1769	0	0	3733	3587	0	0	0	0	548	518	1656	1126	0	0	0	0	0	0	0	0
155	Worms	RP	177080	143163	2628	2191	140535	140972	53835	52967	0	0	62611	58930	10536	15214	8465	7049	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	1094	0	0	3925	3624	0	0	0	0	1163	993	0	510	0	0	0	0	0	0	0	0
156	Frankenthal	RP	148153	123230	2494	1967	120736	121263	49887	49967	0	0	52514	48890	8318	12370	5737	4888	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	948	0	0	2951	2738	0	0	0	0	673	600	656	455	0	0	0	0	0	0	0	0
157	Ludwigshafen	RP	161135	129665	1630	1645	128035	128020	57230	53440	0	0	55425	51513	5848	11865	5606	5411	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	1260	0	0	2812	2981	0	0	0	0	469	469	645	550	0	0	0	0	0	0	0	0
158	Neustadt – Speyer	RP	176175	146297	2541	2105	143756	144192	69914	69066	0	0	50669	47240	9963	15123	7695	6359	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	1191	0	0	3172	3163	0	0	0	0	583	499	1760	1023	0	0	0	0	0	0	0	0
159	Kaiserslautern	RP	215815	173137	3220	2813	169917	170324	68298	68351	0	0	80439	74980	9075	13502	5965	6147	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	1322	0	0	4218	3878	0	0	0	0	857	809	1065	742	0	0	0	0	0	0	0	0
160	Pirmasens	RP	147372	118593	2809	2218	115784	116375	53648	54091	0	0	44563	42946	7951	10315	4812	3655	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	820	0	0	2515	2528	0	0	0	0	848	754	1447	884	0	0	0	0	0	0	0	0
161	Südpfalz	RP	189458	158638	3036	2745	155602	155893	77115	73766	0	0	53874	51309	9143	15330	7337	6910	0	229	0	0	0	0	0	0	0	0	0	0	0	0	779	517	0	0	0	1060	0	0	4491	4504	0	0	0	0	827	726	2036	1542	0	0	0	0	0	0	0	0
907	Rheinland-Pfalz	RP	2935588	2397054	45307	33335	2351747	2363719	1098953	1078796	0	0	900973	853144	168221	245283	114467	95596	0	4263	0	0	0	0	0	0	0	0	0	0	0	0	1396	4469	0	0	5367	21279	0	0	38223	40910	0	0	0	0	8104	7973	15413	12006	0	0	0	0	0	0	0	630
																																																										
162	Stuttgart I	BW	194702	151537	1547	1139	149990	150398	61373	55882	0	0	46637	45944	17834	26617	14444	12868	0	763	0	0	0	0	0	0	0	0	0	0	0	269	0	144	0	0	2765	2027	0	0	4744	4340	0	0	0	0	448	485	1160	1026	0	33	0	0	0	0	0	585
163	Stuttgart II	BW	198321	150544	1863	1427	148681	149117	60317	57925	0	0	54873	50656	13317	20894	9517	9016	0	654	0	0	0	0	0	0	0	0	0	0	0	230	0	134	0	0	2651	2089	0	0	6320	6281	0	0	0	0	628	586	764	616	0	36	0	0	66	0	0	228
164	Böblingen	BW	233144	187689	2573	1751	185116	185938	88251	84102	0	0	53177	51644	16247	26799	18007	11725	0	350	0	0	0	0	0	0	0	0	0	0	0	541	0	309	0	0	0	1799	0	0	6405	6177	0	0	0	0	1182	1057	1847	1390	0	45	0	0	0	0	0	0
165	Esslingen	BW	161343	131070	1707	1243	129363	129827	63809	57841	0	0	43249	39221	9631	18091	6969	7219	0	337	0	0	0	0	0	0	0	0	0	0	0	195	0	138	0	0	0	1265	0	0	4437	4601	0	0	0	0	352	359	916	537	0	23	0	0	0	0	0	0
166	Nürtingen	BW	178884	143531	2205	1496	141326	142035	66254	63156	0	0	42665	39812	13642	21218	12780	8691	0	243	0	0	0	0	0	0	0	0	0	0	0	411	0	198	0	0	0	1344	0	0	5493	5748	0	0	0	0	492	527	0	646	0	41	0	0	0	0	0	0
167	Göppingen	BW	175412	135744	2674	1806	133070	133938	58085	59497	0	0	42171	39875	17687	18658	7108	6330	0	245	0	0	0	0	0	0	0	0	0	0	0	305	0	169	0	0	0	1287	0	0	5264	5713	0	0	0	0	1292	918	1197	908	0	33	0	0	0	0	266	0
168	Waiblingen	BW	207899	163308	2745	1709	160563	161599	76294	70486	0	0	48547	46390	17535	25025	9311	8526	0	370	0	0	0	0	0	0	0	0	0	0	0	563	0	300	0	0	0	1961	0	0	5827	6094	0	0	0	0	657	749	1914	1080	0	55	0	0	0	0	0	478
169	Ludwigsburg	BW	195024	156940	2017	1561	154923	155379	75156	65487	0	0	48944	47136	11472	23721	11879	9354	0	323	0	0	0	0	0	0	0	0	0	0	0	315	0	222	0	0	0	1631	0	0	5220	5353	0	0	0	0	1018	897	1234	905	0	35	0	0	0	0	0	0
170	Neckar-Zaber	BW	179103	143674	2360	1797	141314	141877	62818	60245	0	0	48257	43044	13487	20182	9064	8480	0	297	0	0	0	0	0	0	0	0	0	0	0	349	0	256	0	0	0	1389	0	0	5682	5781	0	0	0	0	886	865	1120	958	0	31	0	0	0	0	0	0
171	Heilbronn	BW	232451	180497	3117	2829	177380	177668	83164	77360	0	0	60601	58632	13624	20855	10158	8448	0	319	0	0	0	0	0	0	0	0	0	0	0	397	0	286	0	0	0	1880	0	0	7054	7214	0	0	0	0	1054	983	1725	1244	0	50	0	0	0	0	0	0
172	Schwäbisch Hall	BW	191549	143248	2724	2141	140524	141107	60509	61798	0	0	43260	40985	20161	19219	10410	7879	0	237	0	0	0	0	0	0	0	0	0	0	0	483	0	355	0	0	0	1270	0	0	0	4953	0	0	0	0	3803	1993	2381	1857	0	78	0	0	0	0	0	0
173	Backnang – Schwäbisch Gmünd	BW	162818	124260	2060	1628	122200	122632	61592	55553	0	0	36193	35045	8450	16096	9476	7209	0	230	0	0	0	0	0	0	0	0	0	0	0	338	0	194	0	0	0	1167	0	0	4473	5046	0	0	0	0	616	590	1400	1126	0	38	0	0	0	0	0	0
174	Aalen – Heidenheim	BW	214481	167647	3141	2521	164506	165126	81464	77874	0	0	49474	50025	11471	17175	9932	8083	0	306	0	0	0	0	0	0	0	0	0	0	0	333	0	296	0	0	2677	1898	0	0	6938	6993	0	0	0	0	496	508	2054	1607	0	28	0	0	0	0	0	0
175	Karlsruhe-Stadt	BW	207563	156020	2272	1846	153748	154174	69003	64347	0	0	55344	50788	10853	19577	11791	11019	0	645	0	0	0	0	0	0	0	0	0	0	0	338	0	133	0	0	0	1520	0	0	4057	3981	0	0	0	0	709	636	1537	1146	0	44	0	0	0	0	0	454
176	Karlsruhe-Land	BW	232099	185338	3880	3167	181458	182171	99305	93573	0	0	52208	52885	11983	17406	10078	8248	0	241	0	0	0	0	0	0	0	0	0	0	0	692	0	303	0	0	0	1396	0	0	5367	5214	0	0	0	0	1175	1169	1342	974	0	70	0	0	0	0	0	0
